"","Plant_ID","date_measured_1","site","height_1","stem_diameter_1","leaf_l_1","leaf_w_1","N_leaves_1","herb_0_1","herb_1_1","herb_2_1","herb_3_1","herb_4_1","herb_5_1","herb_6_1","notes_1","treatment_herb_level","date_soil_pre","date_soil_post","flower_may_26","munched_may_24","height_2","stem_diameter_2","leaf_l_2","leaf_w_2","N_leaves_2","herb_0_2","herb_1_2","herb_2_2","herb_3_2","herb_4_2","herb_5_2","herb_6_2","notes_2","umbels_tot","umbels_open","umbels_sampled","nectar_date","nectar_umbel_num_from_bottom","flowers_on_nectar_umbel_tot","flowers_on_nectar_umbel_open","removals_nectar_umbel","insertions_all_umbels","open_flowers_all_umbels","pods_date","tot_pods_ever","tot_pods_present","viable_pods_present","date_floral_tissue_first_noticed","soil_photo_notes","poll_quant_date_t1","umbels_tot_t1","umbels_open_t1","nectar_umbel_num_t1","removals_t1","insertions_t1","open_flowers_t1","nectar_flowers_tot_t1","nectar_flowers_open_t1","poll_nec_notes_t1","poll_quant_date_t2","umbels_tot_t2","umbels_open_t2","nectar_umbel_num_t2","removals_t2","insertions_t2","open_flowers_t2","nectar_flowers_tot_t2","nectar_flowers_open_t2","poll_nect_notes_t2","nect_sug_t1","nect_sug_t2","pod_notes","herb","logHerb","year","measureElapsed","photoElapsed","growthRate","herbRate","flowered_binary","survival","postHerbPhotoNoTime","avg_herb_2"
"150",150,"2021-05-29","tp",51.7,7.3,13.5,5.4,12,12,0,0,0,0,0,0,"",3,"5/29/21","6/5/21",0,0,61.6,6.1,15.3,5.3,22,2,2,5,5,0,1,7,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,6,0.00517538815411156,NA,0,NA,NA,3.36363636363636
"151",151,"2021-05-29","tp",46.7,8.4,11.9,4.7,14,10,4,0,0,0,0,0,"",3,"5/29/21","6/5/21",0,0,51.2,7.7,7.3,4.4,22,0,4,2,0,0,0,16,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,6,0.00260431737947798,NA,0,NA,NA,4.72727272727273
"152",152,"2021-05-29","tp",51.1,10.1,17.3,7.6,16,16,0,0,0,0,0,0,"",0,"5/29/21","6/5/21",0,0,75.5,11.5,16.7,7.4,26,2,19,0,0,0,0,5,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,6,0.0129052731792458,NA,0,NA,NA,1.88461538461538
"153",153,"2021-05-29","tp",34.9,7.4,10,4.7,10,9,0,0,1,0,0,0,"",0,"5/29/21","6/5/21",0,0,55,6.8,12.5,6.7,24,13,1,1,1,0,0,8,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,6,0.0155657089754511,NA,0,NA,NA,2.25
"154",154,"2021-05-29","tp",51.3,10.4,15,6.8,18,14,3,0,0,0,0,1,"basal leaves yellow",1,"5/29/21","6/5/21",0,0,91.2,11,16.4,8.9,32,0,27,1,0,0,0,4,"umbels too old",3,3,"","",NA,NA,NA,NA,NA,NA,"9/26/21",8,2,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,6,0.021021021021021,NA,1,NA,NA,1.65625
"155",155,"2021-05-29","tp",33.7,4.5,9.5,4.9,10,10,0,0,0,0,0,0,"",0,"5/29/21","6/5/21",0,0,47,4.8,9.4,3.5,20,5,8,1,0,0,0,6,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,6,0.0106664528029513,NA,0,NA,NA,2.3
"156",156,"2021-05-29","tp",35.1,4.8,10.1,3.9,10,10,0,0,0,0,0,0,"basal leaves yellow",1,"5/29/21","6/5/21",0,0,41.6,4.9,7.4,3.4,20,3,5,0,2,0,0,10,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,6,0.005005005005005,NA,0,NA,NA,3.55
"157",157,"2021-05-29","tp",50.2,9.8,15.1,6.4,16,15,0,0,0,0,0,1,"",2,"5/29/21","6/5/21",0,0,78.9,9.6,13.4,5.5,28,3,7,10,0,0,0,8,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.0154517066867664,NA,0,NA,NA,2.67857142857143
"158",158,"2021-05-29","tp",52.8,10.1,16.2,7.8,16,16,0,0,0,0,0,0,"",2,"5/29/21","6/5/21",0,0,90.7,10.3,16,8.2,34,0,12,13,2,3,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.0194000819000819,NA,0,NA,NA,2.35294117647059
"159",159,"2021-05-29","tp",38.1,5.9,11.4,4.5,14,12,1,0,0,0,0,1,"basal leaves yellow",0,"5/29/21","6/5/21",0,0,48.5,6.2,10.7,4.5,22,2,13,0,0,0,0,7,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.00737745619635383,NA,0,NA,NA,2.5
"160",160,"2021-05-29","tp",46.5,8.1,13.7,6,14,14,0,0,0,0,0,0,"",1,"5/29/21","6/5/21",0,0,74.8,8.1,14,6.4,30,5,21,0,0,0,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,6,0.0164487067712874,NA,0,NA,NA,1.5
"161",161,"2021-05-29","tp",31.8,6.2,9.7,4.3,12,11,0,1,0,0,0,0,"b2 wilting",3,"5/29/21","6/5/21",0,0,45.4,5.5,11.5,5.7,20,4,3,0,2,0,0,11,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,6,0.0115587285398606,NA,0,NA,NA,3.75
"162",162,"2021-05-29","tp",41.6,7.2,12.3,6.2,12,11,0,0,0,1,0,0,"",1,"5/29/21","6/5/21",0,0,54,7.7,10.8,5.5,20,0,13,0,0,0,0,7,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,6,0.00805613305613305,NA,0,NA,NA,2.75
"163",201,"2022-05-19","mea",42.2,11.4,14.9,7.2,15,14,1,0,0,0,0,0,"",2,NA,"5/26/22",NA,NA,58.4,13,12.8,9.1,22,1,1,18,0,0,0,2,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",4,2,0,"5/21/22","","6/18/22",8,3,3,4,0,145,52,22,"","7/3/22",9,2,9,1,3,19,18,5,"",23.5,25,"",0.486462805954535,0.396399341921677,2,9,8,0.0426540284360189,0.0608078507443168,1,1,0.486462805954534,2.22727272727273
"164",202,"2022-05-19","mea",43.3,12.5,15,7.1,16,13,3,0,0,0,0,0,"",2,NA,"5/26/22",NA,NA,60.7,12.1,11.8,8,22,0,6,14,0,0,0,2,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",5,5,0,"5/21/22","","6/18/22",8,3,3,57,11,73,61,43,"","7/3/22",8,1,6,7,1,3,NA,NA,"no nectar",19,NA,"",0.291261241208004,0.255619447092813,2,9,8,0.0446497305619708,0.0364076551510005,1,1,0.291261241208004,2.09090909090909
"165",203,"2022-05-19","mea",36.8,10.9,14.5,7.1,14,14,0,0,0,0,0,0,"",0,NA,"5/26/22",NA,NA,57.8,11.4,16.6,8,22,22,0,0,0,0,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",0,0,0,"","","6/18/22",6,1,1,10,0,12,NA,NA,"old flower","7/3/22",6,0,NA,NA,NA,NA,NA,NA,"",NA,NA,"",0.868241944106622,0.624997851819299,2,9,8,0.0634057971014493,0.108530243013328,1,1,0.868241944106624,0
"166",204,"2022-05-19","mea",32.5,11.7,15.3,7,14,14,0,0,0,0,0,0,"",3,NA,"5/26/22",NA,NA,45.6,11.7,4,7.9,18,2,0,1,15,0,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",0,0,0,"","","6/18/22",2,0,NA,NA,NA,NA,NA,NA,"","7/3/22",1,0,NA,NA,NA,NA,NA,NA,"",NA,NA,"",-0.674811631561767,-1.12335066935826,2,9,8,0.0447863247863248,-0.0843514539452209,1,1,-0.674811631561767,2.61111111111111
"167",205,"2022-05-19","mea",30.8,4.2,2.7,2,2,2,0,0,0,0,0,0,"possibly incorrect num leaves?",3,NA,"5/26/22",NA,NA,5.2,3.9,0.8,1.1,2,0,0,0,0,2,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"ramet gone","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"ramet gone",NA,NA,"gone",NA,NA,2,9,8,-0.0923520923520924,NA,0,0,NA,4
"168",206,"2022-05-19","mea",33.2,7.6,13.6,4.9,12,12,0,0,0,0,0,0,"",0,NA,"5/26/22",NA,NA,43.5,7.5,13.9,5.2,14,13,1,0,0,0,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"gone",0.32263360446894,0.279624903820831,2,9,8,0.0344712182061579,0.0403292005586175,0,0,0.32263360446894,0.0714285714285714
"169",207,"2022-05-19","mea",40.8,10.1,14.5,6,14,12,2,0,0,0,0,0,"",2,NA,"5/26/22",NA,NA,54.7,11.5,11.6,7.5,18,0,2,14,0,0,0,2,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",1,0,0,"5/21/22","","6/18/22",3,2,2,35,11,77,NA,NA,"no nectar","7/3/22",3,0,NA,NA,NA,NA,NA,NA,"",NA,NA,"",0.295125987701394,0.258607978219654,2,9,8,0.0378540305010893,0.0368907484626742,1,1,0.295125987701394,2.33333333333333
"170",208,"2022-05-19","mea",34.3,9.2,13.9,6.2,12,12,0,0,0,0,0,0,"",0,NA,"5/26/22",NA,NA,49,9.1,15.4,6.8,16,16,0,0,0,0,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",0,0,0,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",0.975997803298283,0.681073487633906,2,9,8,0.0476190476190476,0.121999725412285,0,1,0.97599780329828,0
"171",209,"2022-05-19","mea",32.2,8.2,12.4,4.7,12,12,0,0,0,0,0,0,"",1,NA,"5/26/22",NA,NA,41,6.8,10.1,5.3,16,0,0,15,0,0,0,1,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","no soil sample","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"gone",0.339800998155992,0.292521094095478,2,9,8,0.0303657694962043,0.042475124769499,0,0,0.339800998155992,2.25
"172",210,"2022-05-19","mea",36.8,11.9,14.6,6.9,14,11,3,0,0,0,0,0,"",0,NA,"5/26/22",NA,NA,60.1,10.9,16.5,7.8,18,13,5,0,0,0,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",2,1,1,"","","6/18/22",3,3,3,42,14,76,NA,NA,"no nectar","7/3/22",3,0,NA,NA,NA,NA,NA,NA,"",NA,NA,"",0.992213078324766,0.689246120472347,2,9,8,0.0703502415458937,0.124026634790596,1,1,0.992213078324768,0.277777777777778
"173",211,"2022-05-19","mea",41.9,10.3,14.7,6.8,14,13,1,0,0,0,0,0,"",1,NA,"5/26/22",NA,NA,57.8,11.4,13.4,7.4,20,0,2,18,0,0,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",2,0,0,"","","6/18/22",5,2,2,12,2,70,39,19,"","7/3/22",5,0,NA,NA,NA,NA,NA,NA,"",26,NA,"",0.716872379663077,0.5405042516416,2,9,8,0.0421638822593477,0.0896090474578846,1,1,0.716872379663077,1.9
"174",212,"2022-05-19","mea",26.5,9.5,14.2,6.1,12,12,0,0,0,0,0,0,"",3,NA,"5/26/22",NA,NA,36.8,9.6,3.6,6.7,18,0,0,0,13,3,0,2,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"gone",-0.656897355099075,-1.06972562031351,2,9,8,0.0431865828092243,-0.0821121693873844,0,0,-0.656897355099075,3.5
"175",213,"2022-05-19","mea",30.5,9,14.5,5.8,10,10,0,0,0,0,0,0,"",1,NA,"5/26/22",NA,NA,49.9,8.7,12.4,6,14,0,14,0,0,0,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"gone",0.526452078491303,0.422946139638315,2,9,8,0.0706739526411658,0.0658065098114129,0,0,0.526452078491303,1
"176",214,"2022-05-19","mea",45.5,10.9,12.9,5.5,12,12,0,0,0,0,0,0,"",2,NA,"5/26/22",NA,NA,60.1,10.2,10.7,6.7,18,2,13,1,0,0,0,2,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"5/21/22","","6/18/22",3,2,1,31,8,65,NA,NA,"no nectar","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"ramet gone",NA,NA,"gone",0.280538629829859,0.247280793972697,2,9,8,0.0356532356532357,0.0350673287287323,1,0,0.280538629829858,1.5
"177",215,"2022-05-19","mea",28.4,6.4,10.8,4.1,12,12,0,0,0,0,0,0,"",1,NA,"5/26/22",NA,NA,37.2,6.3,11.2,4.6,14,0,0,12,0,0,0,2,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"gone",0.445848262551712,0.36869618223574,2,9,8,0.0344287949921753,0.055731032818964,0,0,0.445848262551712,2.57142857142857
"178",216,"2022-05-19","mea",26,4,8.9,3.4,8,8,0,0,0,0,0,0,"",0,NA,"5/26/22",NA,NA,33,5,11.9,3.7,12,10,0,0,0,0,0,2,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"ramet gone","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"ramet gone",NA,NA,"gone",0.77773737491273,0.575341418033719,2,9,8,0.0299145299145299,0.0972171718640912,0,0,0.77773737491273,1
"179",217,"2022-05-19","mea",31.4,7.5,12.9,5,10,10,0,0,0,0,0,0,"",3,NA,"5/26/22",NA,NA,42,8.5,4,6.2,14,0,0,2,10,0,0,2,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",0,0,0,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",-0.587243193022942,-0.884896704550334,2,9,8,0.0375088464260439,-0.0734053991278678,0,1,-0.587243193022942,3.28571428571429
"180",218,"2022-05-19","mea",37.2,10.5,14.5,6.7,13,12,1,0,0,0,0,0,"",2,NA,"5/26/22",NA,NA,54.5,9.8,12.1,7.7,10,0,1,16,0,0,0,2,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",3,2,2,"","","6/18/22",5,1,1,1,0,5,52,11,"","7/3/22",5,1,5,32,2,19,NA,NA,"no nectar",NA,NA,"",0.320022720350355,0.27764894883678,2,9,8,0.0516726403823178,0.0400028400437943,1,1,0.320022720350354,2.36842105263158
"181",219,"2022-05-19","mea",34,9.5,13.8,4.9,10,10,0,0,0,0,0,0,"",0,NA,"5/26/22",NA,NA,55.3,9.4,17.4,7.2,16,13,1,0,0,0,0,2,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",0,0,0,"","","6/18/22",2,1,1,7,0,35,42,35,"","7/3/22",2,0,NA,NA,NA,NA,NA,NA,"",25,NA,"",1.42018987966764,0.883845999763139,2,9,8,0.0696078431372549,0.177523734958455,1,1,1.42018987966764,0.8125
"182",220,"2022-05-19","mea",35.4,8.5,10.4,3.6,8,8,0,0,0,0,0,0,"",2,NA,"5/26/22",NA,NA,48.8,8.6,7.7,4.6,14,2,0,0,12,0,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"gone",0.58605289316365,0.461248472696688,2,9,8,0.0420590081607031,0.0732566116454562,0,0,0.58605289316365,2.57142857142857
"183",221,"2022-05-19","mea",20.5,7.6,8.4,3,7,7,0,0,0,0,0,0,"",0,NA,"5/26/22",NA,NA,49.3,7.9,14.5,5.7,14,14,0,0,0,0,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","","6/18/22",2,0,NA,NA,NA,NA,NA,NA,"","7/3/22",2,0,NA,NA,NA,NA,NA,NA,"",NA,NA,"gone",3.80264493920107,1.56916679515334,2,9,8,0.15609756097561,0.475330617400134,1,0,3.80264493920107,0
"184",222,"2022-05-19","mea",34,5.1,6.9,2.4,6,5,1,0,0,0,0,0,"",3,NA,"5/26/22",NA,NA,40.2,5.9,3.6,4.7,12,0,2,8,0,0,2,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"gone",0.0246490783020463,0.0243501913387558,2,9,8,0.0202614379084967,0.00308113478775578,0,0,0.0246490783020462,2.33333333333333
"185",223,"2022-05-19","mea",41,10,12,4.2,10,10,0,0,0,0,0,0,"",1,NA,"5/26/22",NA,NA,55.4,10.5,11.5,5.8,14,0,2,12,0,0,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",0,0,0,"","","6/18/22",2,0,NA,NA,NA,NA,NA,NA,"","7/3/22",2,0,NA,NA,NA,NA,NA,NA,"",NA,NA,"",1.50862930632372,0.919736510882428,2,9,8,0.0390243902439024,0.188578663290464,1,1,1.50862930632371,1.85714285714286
"186",224,"2022-05-19","mea",34.2,9.6,11.9,3.4,10,10,0,0,0,0,0,0,"",1,NA,"5/26/22",NA,NA,53.6,9.3,12.2,6.4,14,2,2,10,0,0,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","","6/18/22",1,0,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"gone",1.94590477111697,1.08041599271043,2,9,8,0.0630279402209227,0.243238096389621,1,0,1.94590477111697,1.57142857142857
"187",225,"2022-05-19","mea",27,6.1,12.6,4.2,10,10,0,0,0,0,0,0,"",2,NA,"5/26/22",NA,NA,35.4,6.4,8,5,14,0,0,12,2,0,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"gone",0.203407970708351,0.185157507272582,2,9,8,0.0345679012345679,0.0254259963385438,0,0,0.20340797070835,2.14285714285714
"188",226,"2022-05-19","mea",18.2,6.4,8.6,3.1,6,6,0,0,0,0,0,0,"",0,NA,"5/26/22",NA,NA,34.3,6.2,12,4.4,10,10,0,0,0,0,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"gone",1.61879256440707,0.96271335826775,2,9,8,0.0982905982905983,0.202349070550883,0,0,1.61879256440706,0
"189",227,"2022-05-19","mea",19,4.4,7.8,2.6,8,8,0,0,0,0,0,0,"",3,NA,"5/26/22",NA,NA,25.5,4.6,2.6,2.2,10,0,0,0,8,0,0,2,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"gone",-0.814694967414917,-1.68575198693883,2,9,8,0.0380116959064327,-0.101836870926865,0,0,-0.81469496741492,3.6
"190",228,"2022-05-19","mea",30.8,7.3,8.8,3.2,10,10,0,0,0,0,0,0,"",2,NA,"5/26/22",NA,NA,38.8,7.2,7.4,5.1,12,0,2,10,0,0,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"gone",0.353572484351503,0.302747381908706,2,9,8,0.0288600288600288,0.0441965605439379,0,0,0.353572484351503,1.83333333333333
"191",229,"2022-05-19","mea",32.2,5.5,8.6,2.7,8,8,0,0,0,0,0,0,"",3,NA,"5/26/22",NA,NA,36,6,3.2,3.4,12,0,0,2,10,0,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"ramet gone",NA,NA,"gone",-0.627829928216455,-0.988404346971106,2,9,8,0.0131124913733609,-0.0784787410270569,0,0,-0.627829928216455,2.83333333333333
"192",230,"2022-05-19","mea",25.5,8.5,6.7,2.4,10,10,0,0,0,0,0,0,"",3,NA,"5/26/22",NA,NA,36.8,7.9,3.5,5.2,16,0,2,4,10,0,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",0,0,0,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",-0.0818452747469274,-0.0853893565366202,2,9,8,0.0492374727668845,-0.0102306593433659,0,1,-0.0818452747469272,2.5
"193",231,"2022-05-19","mea",23.6,5.8,7.5,2.6,6,6,0,0,0,0,0,0,"",2,NA,"5/26/22",NA,NA,32.5,6.6,10.4,3.6,10,2,0,8,0,0,0,0,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",0,0,0,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",0.76433736133122,0.56777518721924,2,9,8,0.0419020715630885,0.0955421701664026,0,1,0.764337361331221,1.6
"194",232,"2022-05-19","mea",18.8,7.5,9.6,4.1,12,6,6,0,0,0,0,1,"",3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"couldn't locate",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",0,0,0,"","no soil sample","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,2,NA,NA,NA,NA,0,1,NA,NA
"195",233,"2022-05-19","mea",28.7,5.5,9.1,2.8,8,8,0,0,0,0,0,0,"",0,NA,"5/26/22",NA,NA,44.2,6.2,11.3,4.5,12,10,0,0,0,0,0,2,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",0,0,0,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",2.04232206919044,1.11262106239142,2,9,8,0.0600077429345722,0.255290258648805,0,1,2.04232206919044,1
"196",234,"2022-05-19","mea",13.5,7.3,10.3,5,7,6,1,0,0,0,0,0,"",0,NA,"5/26/22",NA,NA,26.6,8.4,15.4,7,16,12,2,0,0,0,1,1,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"ramet gone",NA,NA,"gone",2.12894377959271,1.14069549699344,2,9,8,0.107818930041152,0.266117972449089,0,0,2.12894377959271,0.8125
"197",235,"2022-05-19","mea",31.7,5,5.6,2.3,6,6,0,0,0,0,0,0,"",3,NA,"5/26/22",NA,NA,35.2,6.2,3.4,3.9,16,2,0,0,13,0,0,1,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","Until photo/measurement 2, 235 was labelled as 236. There are likely 2 soil samples labelled 236 and none labelled 235.","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"ramet gone",NA,NA,"gone",NA,NA,2,9,8,0.0122677882930249,NA,0,0,NA,2.8125
"198",236,"2022-05-19","mea",25.9,6.6,12.8,4.4,12,11,0,0,0,0,0,1,"",3,NA,"5/26/22",NA,NA,29.2,6.1,2.1,3.5,12,0,0,2,8,0,0,2,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/22",NA,NA,NA,"","","6/18/22",0,NA,NA,NA,NA,NA,NA,NA,"","7/3/22",0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"gone",-0.865169602447448,-2.0037376047938,2,9,8,0.0141570141570142,-0.108146200305931,0,0,-0.865169602447448,3.33333333333333
